infMethod,nDocs,time
Incremental_MH_noCPS,40,1.552522143
Incremental_MH_noCPS,40,1.553375854
Incremental_MH_noCPS,40,1.554248971
Incremental_MH_noCPS,40,1.6269045819999999
Incremental_MH_noCPS,40,1.726839869
Incremental_MH_noCPS,40,1.7251363400000002
Incremental_MH_noCPS,40,1.666621014
Incremental_MH_noCPS,40,1.7101537310000001
Incremental_MH_noCPS,40,1.665224072
Incremental_MH_noCPS,40,1.670321152
Incremental_MH_noCPS,40,1.712726066
Incremental_MH_noCPS,40,2.248621898
Incremental_MH_noCPS,40,1.463346208
Incremental_MH_noCPS,40,1.495323854
Incremental_MH_noCPS,40,1.442087466
Incremental_MH_noCPS,40,1.495669146
Incremental_MH_noCPS,45,1.748974568
Incremental_MH_noCPS,45,1.688091647
Incremental_MH_noCPS,45,1.62683742
Incremental_MH_noCPS,45,1.679395955
Incremental_MH_noCPS,45,1.652141391
Incremental_MH_noCPS,45,1.633394802
Incremental_MH_noCPS,45,1.716728572
Incremental_MH_noCPS,45,1.757178098
Incremental_MH_noCPS,45,1.763738133
Incremental_MH_noCPS,45,1.78824397
Incremental_MH_noCPS,45,1.7805307030000002
Incremental_MH_noCPS,45,1.7752757689999998
Incremental_MH_noCPS,45,1.867436871
Incremental_MH_noCPS,45,1.768467223
Incremental_MH_noCPS,45,1.797982778
Incremental_MH_noCPS,45,1.8814985960000001
Incremental_MH_noCPS,45,1.8752709840000001
Incremental_MH_noCPS,45,1.8896658990000001
Incremental_MH_noCPS,45,1.6876648159999998
Incremental_MH_noCPS,45,1.66915732
Incremental_MH_noCPS,50,1.7740423600000002
Incremental_MH_noCPS,50,1.8177094820000002
Incremental_MH_noCPS,50,1.790804439
Incremental_MH_noCPS,50,1.821847777
Incremental_MH_noCPS,50,1.793140231
Incremental_MH_noCPS,50,1.8486052370000001
Incremental_MH_noCPS,50,1.8581676470000001
Incremental_MH_noCPS,50,1.959093091
Incremental_MH_noCPS,50,1.851693237
Incremental_MH_noCPS,50,1.872029237
Incremental_MH_noCPS,50,1.93325914
Incremental_MH_noCPS,50,1.903004842
Incremental_MH_noCPS,50,1.91918321
Incremental_MH_noCPS,50,1.8604842609999999
Incremental_MH_noCPS,50,1.889350278
Incremental_MH_noCPS,50,1.88416483
Incremental_MH_noCPS,50,1.930694358
Incremental_MH_noCPS,50,1.987499706
Incremental_MH_noCPS,50,2.442842195
Incremental_MH_noCPS,50,1.711695326
