infMethod,nObservations,time
Incremental_MH_noCPS,80,18.999854759
Incremental_MH_noCPS,80,17.314039966
Incremental_MH_noCPS,80,18.348945246
Incremental_MH_noCPS,80,18.65661388
Incremental_MH_noCPS,80,17.110979125
Incremental_MH_noCPS,80,18.091200551
Incremental_MH_noCPS,80,19.480227482
Incremental_MH_noCPS,80,18.096360813
Incremental_MH_noCPS,80,18.13062021
Incremental_MH_noCPS,80,19.365084877
Incremental_MH_noCPS,80,17.443967916
Incremental_MH_noCPS,80,17.978648736
Incremental_MH_noCPS,80,19.78831091
Incremental_MH_noCPS,80,17.974568804
Incremental_MH_noCPS,90,21.053616047
Incremental_MH_noCPS,90,21.805414039
Incremental_MH_noCPS,90,19.799612354
Incremental_MH_noCPS,90,21.168608612
Incremental_MH_noCPS,90,21.259155832
Incremental_MH_noCPS,90,19.521356384
Incremental_MH_noCPS,90,21.619779362
Incremental_MH_noCPS,90,20.505573169
Incremental_MH_noCPS,90,20.106659508
Incremental_MH_noCPS,90,21.605472476
Incremental_MH_noCPS,90,19.697119318
Incremental_MH_noCPS,90,21.108039435
Incremental_MH_noCPS,90,22.449114826
Incremental_MH_noCPS,90,19.499819769
Incremental_MH_noCPS,90,21.46444845
Incremental_MH_noCPS,90,20.595614014
Incremental_MH_noCPS,90,18.545262093
Incremental_MH_noCPS,90,20.596717035
Incremental_MH_noCPS,90,19.196852533
Incremental_MH_noCPS,90,18.497654934
Incremental_MH_noCPS,100,23.691576922
Incremental_MH_noCPS,100,19.978623495
Incremental_MH_noCPS,100,23.324598969
Incremental_MH_noCPS,100,22.291494223
Incremental_MH_noCPS,100,21.673126482
Incremental_MH_noCPS,100,23.015192159
Incremental_MH_noCPS,100,20.351826499
Incremental_MH_noCPS,100,22.54986368
Incremental_MH_noCPS,100,22.368126622
Incremental_MH_noCPS,100,22.084203825
Incremental_MH_noCPS,100,23.066605481
Incremental_MH_noCPS,100,20.301983261
Incremental_MH_noCPS,100,22.615956981
Incremental_MH_noCPS,100,22.167996505
Incremental_MH_noCPS,100,22.095818605
Incremental_MH_noCPS,100,22.987784278
Incremental_MH_noCPS,100,20.795003583
Incremental_MH_noCPS,100,22.454062904
Incremental_MH_noCPS,100,22.038240964
Incremental_MH_noCPS,100,21.876589461000002
