infMethod,modelSize,time
Incremental_MH,7,2.130927985
Incremental_MH,8,2.843525435
Incremental_MH,8,1.253509209
Incremental_MH,8,1.9211650900000001
Incremental_MH,8,2.033075668
Incremental_MH,8,2.03555895
Incremental_MH,8,1.851081955
Incremental_MH,8,2.490143814
Incremental_MH,8,2.673280323
Incremental_MH,8,2.090966928
Incremental_MH,8,0.993068555
Incremental_MH,8,1.754626918
Incremental_MH,8,1.56301158
Incremental_MH,8,1.990580499
Incremental_MH,8,2.446327219
Incremental_MH,8,2.697829057
Incremental_MH,8,1.324860417
Incremental_MH,8,2.172790385
Incremental_MH,8,1.47696819
Incremental_MH,8,2.086684095
Incremental_MH,8,2.58070693
Incremental_MH,9,2.4668896399999998
Incremental_MH,9,1.665465673
Incremental_MH,9,1.521319095
Incremental_MH,9,1.846719401
Incremental_MH,9,1.9812395999999999
Incremental_MH,9,1.67224076
Incremental_MH,9,2.113481356
Incremental_MH,9,2.435171215
Incremental_MH,9,2.548533472
Incremental_MH,9,1.437402142
Incremental_MH,9,0.853431091
Incremental_MH,9,1.439169661
Incremental_MH,9,1.795021861
Incremental_MH,9,1.697172901
Incremental_MH,9,2.293669816
Incremental_MH,9,2.085333362
Incremental_MH,9,2.280801869
Incremental_MH,9,2.722154595
Incremental_MH,9,1.076120603
Incremental_MH,9,3.068248082
Incremental_MH,10,2.361184406
Incremental_MH,10,1.458449932
Incremental_MH,10,4.146967252
Incremental_MH,10,3.074553097
Incremental_MH,10,1.798196113
Incremental_MH,10,4.342656845
Incremental_MH,10,2.4055388300000002
Incremental_MH,10,2.356861534
Incremental_MH,10,3.324342866
Incremental_MH,10,2.402756923
Incremental_MH,10,1.563535871
Incremental_MH,10,2.149210354
Incremental_MH,10,2.368687967
Incremental_MH,10,2.7619915390000003
Incremental_MH,10,3.008963688
Incremental_MH,10,3.033276198
Incremental_MH,10,2.6168850729999997
Incremental_MH,10,2.541656901
Incremental_MH,10,2.826437871
Incremental_MH,10,4.432638766
