model,infMethod,modelSize,time
lda,Incremental_MH,5,0.294903918
lda,Incremental_MH,5,0.291096859
lda,Incremental_MH,5,0.318255261
lda,Incremental_MH,5,0.312598144
lda,Incremental_MH,5,0.299693563
lda,Incremental_MH,5,0.300206768
lda,Incremental_MH,5,0.290809122
lda,Incremental_MH,5,0.29596464
lda,Incremental_MH,5,0.330516698
lda,Incremental_MH,5,0.288599809
lda,Incremental_MH,5,0.302946483
lda,Incremental_MH,6,0.303421504
lda,Incremental_MH,6,0.320228785
lda,Incremental_MH,6,0.300880661
lda,Incremental_MH,6,0.300930705
lda,Incremental_MH,6,0.331471421
lda,Incremental_MH,6,0.324311306
lda,Incremental_MH,6,0.330923212
lda,Incremental_MH,6,0.307079137
lda,Incremental_MH,6,0.30667724
lda,Incremental_MH,6,0.311618134
lda,Incremental_MH,6,0.304500778
lda,Incremental_MH,6,0.30016825
lda,Incremental_MH,6,0.312253729
lda,Incremental_MH,6,0.315271109
lda,Incremental_MH,6,0.297062032
lda,Incremental_MH,6,0.315828307
lda,Incremental_MH,6,0.332971363
lda,Incremental_MH,6,0.30161472
lda,Incremental_MH,6,0.315539635
lda,Incremental_MH,6,0.322049228
lda,Incremental_MH,7,0.340199969
lda,Incremental_MH,7,0.334876989
lda,Incremental_MH,7,0.333004166
lda,Incremental_MH,7,0.333890734
lda,Incremental_MH,7,0.320838624
lda,Incremental_MH,7,0.328114839
lda,Incremental_MH,7,0.328731538
lda,Incremental_MH,7,0.340674461
lda,Incremental_MH,7,0.314633873
lda,Incremental_MH,7,0.304728291
lda,Incremental_MH,7,0.340553722
lda,Incremental_MH,7,0.338784465
lda,Incremental_MH,7,0.330953431
lda,Incremental_MH,7,0.343220973
lda,Incremental_MH,7,0.337062041
lda,Incremental_MH,7,0.338064383
lda,Incremental_MH,7,0.317577266
lda,Incremental_MH,7,0.323533998
lda,Incremental_MH,7,0.326048708
lda,Incremental_MH,7,0.329042776
lda,Incremental_MH,8,0.339744585
lda,Incremental_MH,8,0.344220868
lda,Incremental_MH,8,0.351802235
lda,Incremental_MH,8,0.335480142
lda,Incremental_MH,8,0.344227147
lda,Incremental_MH,8,0.344904068
lda,Incremental_MH,8,0.355758298
lda,Incremental_MH,8,0.359280156
lda,Incremental_MH,8,0.333659386
lda,Incremental_MH,8,0.337783365
lda,Incremental_MH,8,0.344251566
lda,Incremental_MH,8,0.343189113
lda,Incremental_MH,8,0.334714358
lda,Incremental_MH,8,0.333335883
lda,Incremental_MH,8,0.335344639
lda,Incremental_MH,8,0.346443058
lda,Incremental_MH,8,0.347117774
lda,Incremental_MH,8,0.340534799
lda,Incremental_MH,8,0.337692757
lda,Incremental_MH,8,0.333615862
lda,Incremental_MH,9,0.362478717
lda,Incremental_MH,9,0.364951801
lda,Incremental_MH,9,0.351912938
lda,Incremental_MH,9,0.358575142
lda,Incremental_MH,9,0.373351221
lda,Incremental_MH,9,0.349271542
lda,Incremental_MH,9,0.347247179
lda,Incremental_MH,9,0.41932144
lda,Incremental_MH,9,0.343495518
lda,Incremental_MH,9,0.331025526
lda,Incremental_MH,9,0.350140216
lda,Incremental_MH,9,0.358057237
lda,Incremental_MH,9,0.347166908
lda,Incremental_MH,9,0.383283651
lda,Incremental_MH,9,0.366467084
lda,Incremental_MH,9,0.353467036
lda,Incremental_MH,9,0.346180185
lda,Incremental_MH,9,0.364814311
lda,Incremental_MH,9,0.361099835
lda,Incremental_MH,9,0.432575961
lda,Incremental_MH,10,0.383624264
lda,Incremental_MH,10,0.39086529
lda,Incremental_MH,10,0.38452451
lda,Incremental_MH,10,0.432022197
lda,Incremental_MH,10,0.390950453
lda,Incremental_MH,10,0.439123198
lda,Incremental_MH,10,0.38241058
lda,Incremental_MH,10,0.395830873
lda,Incremental_MH,10,0.384089944
lda,Incremental_MH,10,0.376417461
lda,Incremental_MH,10,0.368103703
lda,Incremental_MH,10,0.395202283
lda,Incremental_MH,10,0.359981022
lda,Incremental_MH,10,0.375988738
lda,Incremental_MH,10,0.505185332
lda,Incremental_MH,10,0.365022745
lda,Incremental_MH,10,0.379702705
lda,Incremental_MH,10,0.402338669
lda,Incremental_MH,10,0.421199677
lda,Incremental_MH,10,0.405827306
gmm,Lightweight_MH,1,0.914114182
gmm,Lightweight_MH,1,0.815249945
gmm,Lightweight_MH,1,0.833901456
gmm,Lightweight_MH,1,0.864366522
gmm,Lightweight_MH,1,0.79107489
gmm,Lightweight_MH,1,0.798281509
gmm,Lightweight_MH,1,0.824210355
gmm,Lightweight_MH,1,0.804861448
gmm,Lightweight_MH,1,0.824411638
gmm,Lightweight_MH,1,0.815804094
gmm,Lightweight_MH,1,0.790185647
gmm,Lightweight_MH,1,0.754958107
gmm,Lightweight_MH,1,0.801165574
gmm,Lightweight_MH,1,0.802766768
gmm,Lightweight_MH,1,0.818814698
gmm,Lightweight_MH,1,0.837439453
gmm,Lightweight_MH,1,0.872691682
gmm,Lightweight_MH,1,0.791664281
gmm,Lightweight_MH,1,0.81645907
gmm,Lightweight_MH,1,0.786878111
gmm,Lightweight_MH,2,2.241823044
gmm,Lightweight_MH,2,2.169160434
gmm,Lightweight_MH,2,2.067964826
gmm,Lightweight_MH,2,2.063957674
gmm,Lightweight_MH,2,2.117287906
gmm,Lightweight_MH,2,2.184424945
gmm,Lightweight_MH,2,2.046253551
gmm,Lightweight_MH,2,2.214684564
gmm,Lightweight_MH,2,2.191841799
gmm,Lightweight_MH,2,2.15438699
gmm,Lightweight_MH,2,2.233373209
gmm,Lightweight_MH,2,2.336188948
gmm,Lightweight_MH,2,2.146435791
gmm,Lightweight_MH,2,2.182883644
gmm,Lightweight_MH,2,2.232014757
gmm,Lightweight_MH,2,2.263338606
gmm,Lightweight_MH,2,2.242212974
gmm,Lightweight_MH,2,2.262898741
gmm,Lightweight_MH,2,2.203407709
gmm,Lightweight_MH,2,2.225378384
gmm,Lightweight_MH,3,4.340262568
gmm,Lightweight_MH,3,4.458496824
gmm,Lightweight_MH,3,4.5590658269999995
gmm,Lightweight_MH,3,4.518786829
gmm,Lightweight_MH,3,4.448068769
gmm,Lightweight_MH,3,4.561663077
gmm,Lightweight_MH,3,4.490930806
gmm,Lightweight_MH,3,4.6023577190000005
gmm,Lightweight_MH,3,4.616206401
gmm,Lightweight_MH,3,4.678660184
gmm,Lightweight_MH,3,4.816526455
gmm,Lightweight_MH,3,4.685817487
gmm,Lightweight_MH,3,4.680227688
gmm,Lightweight_MH,3,4.744040309
gmm,Lightweight_MH,3,4.80503052
gmm,Lightweight_MH,3,4.731298179
gmm,Lightweight_MH,3,4.656520943
gmm,Lightweight_MH,3,5.013006741
gmm,Lightweight_MH,3,5.05000903
gmm,Lightweight_MH,3,5.013253292
gmm,Lightweight_MH,4,8.848784788
gmm,Lightweight_MH,4,9.191359976
gmm,Lightweight_MH,4,9.265836515
gmm,Lightweight_MH,4,9.074663385
gmm,Lightweight_MH,4,9.551551596
gmm,Lightweight_MH,4,9.572955418
gmm,Lightweight_MH,4,9.758197219
gmm,Lightweight_MH,4,9.594868046
gmm,Lightweight_MH,4,9.366237207
gmm,Lightweight_MH,4,9.222375504
gmm,Lightweight_MH,4,9.45376797
gmm,Lightweight_MH,4,9.406180068
gmm,Lightweight_MH,4,9.669618393
gmm,Lightweight_MH,4,9.618984242
gmm,Lightweight_MH,4,9.780287658
gmm,Lightweight_MH,4,9.825220596
gmm,Lightweight_MH,4,10.118912769
gmm,Lightweight_MH,4,10.58536506
gmm,Lightweight_MH,4,9.559828137
gmm,Lightweight_MH,4,9.632821988
gmm,Lightweight_MH,5,14.961036597
gmm,Lightweight_MH,5,15.780126245
gmm,Lightweight_MH,5,15.405681979
gmm,Lightweight_MH,5,16.14247754
gmm,Lightweight_MH,5,15.977209758
gmm,Lightweight_MH,5,15.922147028
gmm,Lightweight_MH,5,16.268117735
gmm,Lightweight_MH,5,16.825074763
gmm,Lightweight_MH,5,16.08188495
gmm,Lightweight_MH,5,15.365019518
gmm,Lightweight_MH,5,15.842387642
gmm,Lightweight_MH,5,16.091487727
gmm,Lightweight_MH,5,16.089254431
gmm,Lightweight_MH,5,15.888141555
gmm,Lightweight_MH,5,16.932652017
gmm,Lightweight_MH,5,16.790133558
gmm,Lightweight_MH,5,16.84740806
gmm,Lightweight_MH,5,16.991358807
gmm,Lightweight_MH,5,16.917108136
gmm,Lightweight_MH,5,15.713563887
gmm,Lightweight_MH,6,23.579175626
gmm,Lightweight_MH,6,23.965297732
gmm,Lightweight_MH,6,24.590328883
gmm,Lightweight_MH,6,24.335193762
gmm,Lightweight_MH,6,25.713946314
gmm,Lightweight_MH,6,23.802203334
gmm,Lightweight_MH,6,24.752164649
gmm,Lightweight_MH,6,25.397967838
gmm,Lightweight_MH,6,23.320554406
gmm,Lightweight_MH,6,23.719106375
gmm,Lightweight_MH,6,24.123299451
gmm,Lightweight_MH,6,24.621739618
gmm,Lightweight_MH,6,24.736631412
gmm,Lightweight_MH,6,24.931924018
gmm,Lightweight_MH,6,25.286051147
gmm,Lightweight_MH,6,25.532077041
gmm,Lightweight_MH,6,25.359877284
gmm,Lightweight_MH,6,23.716606157
gmm,Lightweight_MH,6,23.40408518
gmm,Lightweight_MH,6,23.439389371
gmm,Lightweight_MH,7,36.552468136
gmm,Lightweight_MH,7,34.536725889
gmm,Lightweight_MH,7,36.22819483
gmm,Lightweight_MH,7,36.287023062
gmm,Lightweight_MH,7,34.248170429
gmm,Lightweight_MH,7,34.589067275
gmm,Lightweight_MH,7,34.530376521
gmm,Lightweight_MH,7,35.477639465
gmm,Lightweight_MH,7,33.848478779
gmm,Lightweight_MH,7,34.644594755
gmm,Lightweight_MH,7,35.887537733
gmm,Lightweight_MH,7,33.560163554
gmm,Lightweight_MH,7,33.699547027
gmm,Lightweight_MH,7,33.959905419
gmm,Lightweight_MH,7,35.291300061
gmm,Lightweight_MH,7,34.589502292
gmm,Lightweight_MH,7,36.548857847
gmm,Lightweight_MH,7,35.240668559
gmm,Lightweight_MH,7,34.037374804
gmm,Lightweight_MH,7,32.908734078
gmm,Lightweight_MH,8,48.418661138
gmm,Lightweight_MH,8,49.074681627
gmm,Lightweight_MH,8,49.967084871
gmm,Lightweight_MH,8,48.583378656
gmm,Lightweight_MH,8,47.725103522
gmm,Lightweight_MH,8,48.055572156
gmm,Lightweight_MH,8,49.591858784
gmm,Lightweight_MH,8,44.801286056
gmm,Lightweight_MH,8,46.729693582
gmm,Lightweight_MH,8,48.865088882
gmm,Lightweight_MH,8,47.142182023
gmm,Lightweight_MH,8,46.171702859
gmm,Lightweight_MH,8,47.673163211
gmm,Lightweight_MH,8,48.290658748
gmm,Lightweight_MH,8,47.620715299
gmm,Lightweight_MH,8,45.688617453
gmm,Lightweight_MH,8,46.876437777
gmm,Lightweight_MH,8,46.911632069
gmm,Lightweight_MH,8,47.784146919
gmm,Lightweight_MH,8,47.394575954
gmm,Lightweight_MH,9,66.175115759
gmm,Lightweight_MH,9,62.283882792
gmm,Lightweight_MH,9,65.445529675
gmm,Lightweight_MH,9,63.391817645
gmm,Lightweight_MH,9,65.027255809
gmm,Lightweight_MH,9,65.78632675
gmm,Lightweight_MH,9,66.983624659
gmm,Lightweight_MH,9,65.153951069
gmm,Lightweight_MH,9,62.837685039
gmm,Lightweight_MH,9,64.33466083
gmm,Lightweight_MH,9,63.942083627
gmm,Lightweight_MH,9,63.735751908
gmm,Lightweight_MH,9,63.094474053
gmm,Lightweight_MH,9,64.551199526
gmm,Lightweight_MH,9,67.426267291
gmm,Lightweight_MH,9,66.417481794
gmm,Lightweight_MH,9,64.991127462
gmm,Lightweight_MH,9,64.902471779
gmm,Lightweight_MH,9,65.666711263
gmm,Lightweight_MH,9,66.069227347
gmm,Lightweight_MH,10,88.144609661
gmm,Lightweight_MH,10,89.670085315
gmm,Lightweight_MH,10,88.540435147
gmm,Lightweight_MH,10,87.23218879
gmm,Lightweight_MH,10,85.357437827
gmm,Lightweight_MH,10,85.89438769
gmm,Lightweight_MH,10,89.845986646
gmm,Lightweight_MH,10,86.554402622
gmm,Lightweight_MH,10,85.416498084
gmm,Lightweight_MH,10,87.556399411
gmm,Lightweight_MH,10,88.511471732
gmm,Lightweight_MH,10,85.910881168
gmm,Lightweight_MH,10,83.842621724
gmm,Lightweight_MH,10,81.069224136
gmm,Lightweight_MH,10,84.222663657
gmm,Lightweight_MH,10,81.282916042
gmm,Lightweight_MH,10,87.392664043
gmm,Lightweight_MH,10,85.328537894
gmm,Lightweight_MH,10,85.083228259
gmm,Lightweight_MH,10,86.997671412
gmm,Incremental_MH,1,0.54118083
gmm,Incremental_MH,1,0.4768736
gmm,Incremental_MH,1,0.599129649
gmm,Incremental_MH,1,0.586127252
gmm,Incremental_MH,1,0.465172833
gmm,Incremental_MH,1,0.435488243
gmm,Incremental_MH,1,0.430718089
gmm,Incremental_MH,1,0.493837127
gmm,Incremental_MH,1,0.582224846
gmm,Incremental_MH,1,0.428128095
gmm,Incremental_MH,1,0.554547418
gmm,Incremental_MH,1,0.538334123
gmm,Incremental_MH,1,0.513110091
gmm,Incremental_MH,1,0.403363899
gmm,Incremental_MH,1,0.401256867
gmm,Incremental_MH,1,0.56917343
gmm,Incremental_MH,1,0.454659613
gmm,Incremental_MH,1,0.606639464
gmm,Incremental_MH,1,0.524391261
gmm,Incremental_MH,1,0.470728219
gmm,Incremental_MH,2,0.593608919
gmm,Incremental_MH,2,0.799106365
gmm,Incremental_MH,2,0.680695176
gmm,Incremental_MH,2,0.78648285
gmm,Incremental_MH,2,0.580055346
gmm,Incremental_MH,2,0.648840152
gmm,Incremental_MH,2,0.428552437
gmm,Incremental_MH,2,0.772325361
gmm,Incremental_MH,2,0.770999046
gmm,Incremental_MH,2,0.57525078
gmm,Incremental_MH,2,0.622624962
gmm,Incremental_MH,2,0.896322875
gmm,Incremental_MH,2,0.768912402
gmm,Incremental_MH,2,0.543357118
gmm,Incremental_MH,2,0.629258656
gmm,Incremental_MH,2,0.784558668
gmm,Incremental_MH,2,0.659933396
gmm,Incremental_MH,2,0.641321958
gmm,Incremental_MH,2,0.617926009
gmm,Incremental_MH,2,0.675211511
gmm,Incremental_MH,3,0.620687542
gmm,Incremental_MH,3,0.755215023
gmm,Incremental_MH,3,0.813759904
gmm,Incremental_MH,3,0.655805103
gmm,Incremental_MH,3,0.862687304
gmm,Incremental_MH,3,1.153210385
gmm,Incremental_MH,3,0.866802527
gmm,Incremental_MH,3,0.825647247
gmm,Incremental_MH,3,0.916941623
gmm,Incremental_MH,3,0.803609889
gmm,Incremental_MH,3,0.787974015
gmm,Incremental_MH,3,0.979866187
gmm,Incremental_MH,3,0.83943048
gmm,Incremental_MH,3,1.2289891960000001
gmm,Incremental_MH,3,0.705736445
gmm,Incremental_MH,3,0.925663307
gmm,Incremental_MH,3,0.819905339
gmm,Incremental_MH,3,0.985546333
gmm,Incremental_MH,3,0.699019354
gmm,Incremental_MH,3,0.701250843
gmm,Incremental_MH,4,0.644286018
gmm,Incremental_MH,4,0.791072984
gmm,Incremental_MH,4,0.795941666
gmm,Incremental_MH,4,0.765783756
gmm,Incremental_MH,4,0.896928721
gmm,Incremental_MH,4,0.953721728
gmm,Incremental_MH,4,0.924396019
gmm,Incremental_MH,4,1.075646872
gmm,Incremental_MH,4,1.059358132
gmm,Incremental_MH,4,1.138970556
gmm,Incremental_MH,4,0.942258734
gmm,Incremental_MH,4,0.842965121
gmm,Incremental_MH,4,0.788077961
gmm,Incremental_MH,4,0.826982849
gmm,Incremental_MH,4,1.235291708
gmm,Incremental_MH,4,0.751317637
gmm,Incremental_MH,4,0.887419133
gmm,Incremental_MH,4,0.51370868
gmm,Incremental_MH,4,0.834725401
gmm,Incremental_MH,4,0.857044866
gmm,Incremental_MH,5,1.354622813
gmm,Incremental_MH,5,1.721782493
gmm,Incremental_MH,5,1.9719487629999999
gmm,Incremental_MH,5,1.272346533
gmm,Incremental_MH,5,1.019326306
gmm,Incremental_MH,5,1.387935165
gmm,Incremental_MH,5,1.093121586
gmm,Incremental_MH,5,1.070934786
gmm,Incremental_MH,5,1.05746869
gmm,Incremental_MH,5,1.351142806
gmm,Incremental_MH,5,2.091243957
gmm,Incremental_MH,5,1.148924759
gmm,Incremental_MH,5,1.721287462
gmm,Incremental_MH,5,1.2429046129999999
gmm,Incremental_MH,5,1.8383391329999998
gmm,Incremental_MH,5,1.480047597
gmm,Incremental_MH,5,0.840812343
gmm,Incremental_MH,5,1.042396107
gmm,Incremental_MH,5,1.237539407
gmm,Incremental_MH,5,1.340201614
gmm,Incremental_MH,6,1.803835414
gmm,Incremental_MH,6,1.342708426
gmm,Incremental_MH,6,2.296187663
gmm,Incremental_MH,6,1.490622143
gmm,Incremental_MH,6,1.094160141
gmm,Incremental_MH,6,1.412673947
gmm,Incremental_MH,6,1.092731018
gmm,Incremental_MH,6,1.5555369
gmm,Incremental_MH,6,0.702532894
gmm,Incremental_MH,6,1.149591854
gmm,Incremental_MH,6,1.43779566
gmm,Incremental_MH,6,1.5188256770000002
gmm,Incremental_MH,6,0.558583864
gmm,Incremental_MH,6,1.323653813
gmm,Incremental_MH,6,1.316184958
gmm,Incremental_MH,6,1.225020935
gmm,Incremental_MH,6,1.16899212
gmm,Incremental_MH,6,0.917741499
gmm,Incremental_MH,6,0.872993048
gmm,Incremental_MH,6,1.565964307
gmm,Incremental_MH,7,1.845041704
gmm,Incremental_MH,7,0.796234361
gmm,Incremental_MH,7,1.6156351230000001
gmm,Incremental_MH,7,1.362144493
gmm,Incremental_MH,7,2.647884028
gmm,Incremental_MH,7,1.6438555049999999
gmm,Incremental_MH,7,1.600928679
gmm,Incremental_MH,7,2.172233153
gmm,Incremental_MH,7,1.3647623260000001
gmm,Incremental_MH,7,1.567494983
gmm,Incremental_MH,7,1.561433612
gmm,Incremental_MH,7,1.7254402039999999
gmm,Incremental_MH,7,1.030025914
gmm,Incremental_MH,7,1.002162015
gmm,Incremental_MH,7,1.196400862
gmm,Incremental_MH,7,0.528554547
gmm,Incremental_MH,7,1.393412125
gmm,Incremental_MH,7,1.1321275769999999
gmm,Incremental_MH,7,0.959262526
gmm,Incremental_MH,7,2.130927985
gmm,Incremental_MH,8,2.843525435
gmm,Incremental_MH,8,1.253509209
gmm,Incremental_MH,8,1.9211650900000001
gmm,Incremental_MH,8,2.033075668
gmm,Incremental_MH,8,2.03555895
gmm,Incremental_MH,8,1.851081955
gmm,Incremental_MH,8,2.490143814
gmm,Incremental_MH,8,2.673280323
gmm,Incremental_MH,8,2.090966928
gmm,Incremental_MH,8,0.993068555
gmm,Incremental_MH,8,1.754626918
gmm,Incremental_MH,8,1.56301158
gmm,Incremental_MH,8,1.990580499
gmm,Incremental_MH,8,2.446327219
gmm,Incremental_MH,8,2.697829057
gmm,Incremental_MH,8,1.324860417
gmm,Incremental_MH,8,2.172790385
gmm,Incremental_MH,8,1.47696819
gmm,Incremental_MH,8,2.086684095
gmm,Incremental_MH,8,2.58070693
gmm,Incremental_MH,9,2.4668896399999998
gmm,Incremental_MH,9,1.665465673
gmm,Incremental_MH,9,1.521319095
gmm,Incremental_MH,9,1.846719401
gmm,Incremental_MH,9,1.9812395999999999
gmm,Incremental_MH,9,1.67224076
gmm,Incremental_MH,9,2.113481356
gmm,Incremental_MH,9,2.435171215
gmm,Incremental_MH,9,2.548533472
gmm,Incremental_MH,9,1.437402142
gmm,Incremental_MH,9,0.853431091
gmm,Incremental_MH,9,1.439169661
gmm,Incremental_MH,9,1.795021861
gmm,Incremental_MH,9,1.697172901
gmm,Incremental_MH,9,2.293669816
gmm,Incremental_MH,9,2.085333362
gmm,Incremental_MH,9,2.280801869
gmm,Incremental_MH,9,2.722154595
gmm,Incremental_MH,9,1.076120603
gmm,Incremental_MH,9,3.068248082
gmm,Incremental_MH,10,2.361184406
gmm,Incremental_MH,10,1.458449932
gmm,Incremental_MH,10,4.146967252
gmm,Incremental_MH,10,3.074553097
gmm,Incremental_MH,10,1.798196113
gmm,Incremental_MH,10,4.342656845
gmm,Incremental_MH,10,2.4055388300000002
gmm,Incremental_MH,10,2.356861534
gmm,Incremental_MH,10,3.324342866
gmm,Incremental_MH,10,2.402756923
gmm,Incremental_MH,10,1.563535871
gmm,Incremental_MH,10,2.149210354
gmm,Incremental_MH,10,2.368687967
gmm,Incremental_MH,10,2.7619915390000003
gmm,Incremental_MH,10,3.008963688
gmm,Incremental_MH,10,3.033276198
gmm,Incremental_MH,10,2.6168850729999997
gmm,Incremental_MH,10,2.541656901
gmm,Incremental_MH,10,2.826437871
gmm,Incremental_MH,10,4.432638766
hlr,Lightweight_MH,1,1.052461217
hlr,Lightweight_MH,1,0.923368758
hlr,Lightweight_MH,1,1.020868929
hlr,Lightweight_MH,1,0.960603975
hlr,Lightweight_MH,1,1.008478864
hlr,Lightweight_MH,1,0.950466039
hlr,Lightweight_MH,1,1.070560597
hlr,Lightweight_MH,1,0.964016663
hlr,Lightweight_MH,1,0.916116246
hlr,Lightweight_MH,1,0.983556409
hlr,Lightweight_MH,1,1.005577946
hlr,Lightweight_MH,1,1.004757086
hlr,Lightweight_MH,1,0.981248298
hlr,Lightweight_MH,1,1.006412025
hlr,Lightweight_MH,1,1.00960195
hlr,Lightweight_MH,1,0.991133022
hlr,Lightweight_MH,1,0.979439621
hlr,Lightweight_MH,1,1.016245176
hlr,Lightweight_MH,1,1.08959982
hlr,Lightweight_MH,1,1.014060313
hlr,Lightweight_MH,2,1.96848079
hlr,Lightweight_MH,2,2.136147112
hlr,Lightweight_MH,2,1.98621129
hlr,Lightweight_MH,2,1.9291735920000002
hlr,Lightweight_MH,2,2.027936419
hlr,Lightweight_MH,2,2.129688179
hlr,Lightweight_MH,2,2.314592581
hlr,Lightweight_MH,2,2.069369587
hlr,Lightweight_MH,2,2.128806188
hlr,Lightweight_MH,2,2.169983629
hlr,Lightweight_MH,2,2.240400767
hlr,Lightweight_MH,2,2.396918109
hlr,Lightweight_MH,2,2.399112021
hlr,Lightweight_MH,2,2.147614107
hlr,Lightweight_MH,2,2.190478008
hlr,Lightweight_MH,2,2.249420688
hlr,Lightweight_MH,2,2.266861519
hlr,Lightweight_MH,2,2.352972474
hlr,Lightweight_MH,2,2.497852208
hlr,Lightweight_MH,2,2.418316154
hlr,Lightweight_MH,3,3.289762493
hlr,Lightweight_MH,3,3.559523458
hlr,Lightweight_MH,3,3.656184287
hlr,Lightweight_MH,3,3.707780779
hlr,Lightweight_MH,3,4.170173001
hlr,Lightweight_MH,3,3.911727052
hlr,Lightweight_MH,3,3.711034613
hlr,Lightweight_MH,3,3.909285246
hlr,Lightweight_MH,3,3.892585172
hlr,Lightweight_MH,3,4.070000001
hlr,Lightweight_MH,3,4.242304805
hlr,Lightweight_MH,3,4.591987933
hlr,Lightweight_MH,3,3.932072608
hlr,Lightweight_MH,3,3.9114630630000002
hlr,Lightweight_MH,3,3.840288658
hlr,Lightweight_MH,3,4.142335124
hlr,Lightweight_MH,3,4.24084295
hlr,Lightweight_MH,3,4.356360575
hlr,Lightweight_MH,3,4.38313214
hlr,Lightweight_MH,3,4.662536395
hlr,Lightweight_MH,4,5.656490564
hlr,Lightweight_MH,4,5.3445569
hlr,Lightweight_MH,4,5.590597369
hlr,Lightweight_MH,4,5.886944989
hlr,Lightweight_MH,4,6.127662748
hlr,Lightweight_MH,4,6.337576951
hlr,Lightweight_MH,4,6.555257401
hlr,Lightweight_MH,4,5.443093929
hlr,Lightweight_MH,4,5.55693129
hlr,Lightweight_MH,4,5.87570749
hlr,Lightweight_MH,4,6.063472354
hlr,Lightweight_MH,4,6.331009768
hlr,Lightweight_MH,4,6.907711911
hlr,Lightweight_MH,4,5.900841808
hlr,Lightweight_MH,4,5.422392519
hlr,Lightweight_MH,4,5.764154171
hlr,Lightweight_MH,4,6.083966744
hlr,Lightweight_MH,4,6.463825591
hlr,Lightweight_MH,4,6.547259712
hlr,Lightweight_MH,4,6.591207578
hlr,Lightweight_MH,5,6.994746558
hlr,Lightweight_MH,5,7.488927654
hlr,Lightweight_MH,5,7.757534408
hlr,Lightweight_MH,5,8.081497261
hlr,Lightweight_MH,5,8.707346033
hlr,Lightweight_MH,5,7.09715328
hlr,Lightweight_MH,5,7.423982201
hlr,Lightweight_MH,5,7.786470908
hlr,Lightweight_MH,5,8.21359702
hlr,Lightweight_MH,5,8.991657539
hlr,Lightweight_MH,5,7.616510068
hlr,Lightweight_MH,5,7.059523131
hlr,Lightweight_MH,5,7.726245513
hlr,Lightweight_MH,5,8.180379357
hlr,Lightweight_MH,5,8.68764043
hlr,Lightweight_MH,5,8.236542107
hlr,Lightweight_MH,5,7.661966023
hlr,Lightweight_MH,5,7.827931481
hlr,Lightweight_MH,5,8.436826197
hlr,Lightweight_MH,5,8.761493505
hlr,Lightweight_MH,6,10.222395323
hlr,Lightweight_MH,6,8.70198577
hlr,Lightweight_MH,6,9.477820731
hlr,Lightweight_MH,6,10.012664389
hlr,Lightweight_MH,6,10.698189385
hlr,Lightweight_MH,6,9.370520719
hlr,Lightweight_MH,6,9.605042433
hlr,Lightweight_MH,6,10.263022528
hlr,Lightweight_MH,6,11.093274482
hlr,Lightweight_MH,6,10.721211196
hlr,Lightweight_MH,6,9.510353803
hlr,Lightweight_MH,6,10.051297514
hlr,Lightweight_MH,6,10.770321571
hlr,Lightweight_MH,6,11.01696324
hlr,Lightweight_MH,6,9.146488582
hlr,Lightweight_MH,6,9.894727867
hlr,Lightweight_MH,6,10.140482666
hlr,Lightweight_MH,6,11.35916166
hlr,Lightweight_MH,6,10.438622117
hlr,Lightweight_MH,6,9.466040688
hlr,Lightweight_MH,7,12.207525868
hlr,Lightweight_MH,7,11.994896837
hlr,Lightweight_MH,7,11.313086246
hlr,Lightweight_MH,7,11.070038242
hlr,Lightweight_MH,7,11.798343186
hlr,Lightweight_MH,7,12.170389554
hlr,Lightweight_MH,7,11.264701509
hlr,Lightweight_MH,7,11.179742747
hlr,Lightweight_MH,7,11.956480047
hlr,Lightweight_MH,7,12.522617281
hlr,Lightweight_MH,7,11.035456015
hlr,Lightweight_MH,7,11.250120717
hlr,Lightweight_MH,7,12.065381305
hlr,Lightweight_MH,7,12.879388664
hlr,Lightweight_MH,7,10.849003442
hlr,Lightweight_MH,7,12.878143524
hlr,Lightweight_MH,7,13.600326753000001
hlr,Lightweight_MH,7,15.151192732
hlr,Lightweight_MH,7,12.341100036
hlr,Lightweight_MH,7,13.177763319
hlr,Lightweight_MH,8,16.658704754
hlr,Lightweight_MH,8,16.072314173
hlr,Lightweight_MH,8,14.893615379
hlr,Lightweight_MH,8,13.766961861
hlr,Lightweight_MH,8,14.804177909
hlr,Lightweight_MH,8,12.582015928
hlr,Lightweight_MH,8,13.623670237
hlr,Lightweight_MH,8,13.941294812
hlr,Lightweight_MH,8,13.293083862
hlr,Lightweight_MH,8,12.979357434
hlr,Lightweight_MH,8,14.046621902
hlr,Lightweight_MH,8,14.120726412
hlr,Lightweight_MH,8,12.447880596
hlr,Lightweight_MH,8,13.963259234
hlr,Lightweight_MH,8,14.981803396
hlr,Lightweight_MH,8,12.227821673
hlr,Lightweight_MH,8,13.11614358
hlr,Lightweight_MH,8,14.850807275
hlr,Lightweight_MH,8,13.160789179
hlr,Lightweight_MH,8,12.836325627
hlr,Lightweight_MH,9,16.100444665
hlr,Lightweight_MH,9,16.411316584
hlr,Lightweight_MH,9,14.986410221
hlr,Lightweight_MH,9,16.260316926
hlr,Lightweight_MH,9,15.854207603999999
hlr,Lightweight_MH,9,14.468543578
hlr,Lightweight_MH,9,16.378569692
hlr,Lightweight_MH,9,16.423508175
hlr,Lightweight_MH,9,15.569158299
hlr,Lightweight_MH,9,17.814442778
hlr,Lightweight_MH,9,18.644889133
hlr,Lightweight_MH,9,18.316995518
